,pl_name,pl_orbper,pl_orbsmax,pl_radj,st_teff,pl_eqt,pl_radius_earth,mass_me,radius_re,flux_se,tsurf_k,period_days,distance_ly,age_gy,distances_from_Earth,distances_from_Kepler-442 b,distances_from_Kepler-62 f,distances_from_TOI-715 b,distances_from_LP 890-9 c,distances_from_TOI-700 e,distances_from_K2-3 d,distances_from_Kepler-296 e,distances_from_Kepler-186 f,distances_from_Kepler-1229 b,distances_from_K2-72 e,distances_from_TRAPPIST-1 e,distances_from_TOI-700 d,distances_from_Kepler-1652 b,distances_from_Kepler-1649 c,distances_from_TRAPPIST-1 f,distances_from_TRAPPIST-1 g,distances_from_TRAPPIST-1 d,distances_from_Kepler-452 b,distances_from_Kepler-1606 b,distances_from_Kepler-1638 b,distances_from_Kepler-22 b,distances_from_Kepler-443 b,distances_from_Kepler-174 d,distances_from_Kepler-283 c,distances_from_Kepler-1701 b,distances_from_Kepler-1544 b,distances_from_Kepler-440 b,distances_from_Kepler-62 e,distances_from_Kepler-1540 b,distances_from_Kepler-1653 b,distances_from_Kepler-1410 b,distances_from_TOI-2257 b,distances_from_K2-288 B b,distances_from_K2-332 b,distances_from_Kepler-155 c,distances_from_Kepler-705 b,distances_from_K2-18 b,distances_from_LHS 1140 b,distances_from_Kepler-296 f,distances_from_TOI-904 c,distances_from_K2-9 b,distances_from_Ross 128 b,distances_from_GJ 273 b,distances_from_GJ 667 C e,distances_from_GJ 667 C f,distances_from_Wolf 1069 b,distances_from_Proxima Cen b,distances_from_GJ 1002 c,distances_from_GJ 1002 b,distances_from_GJ 1061 c,distances_from_GJ 1061 d,distances_from_Teegarden's Star b,distances_from_Teegarden's Star c,distances_from_HD 40307 g,distances_from_HD 216520 c,distances_from_HIP 38594 b,distances_from_GJ 180 c,distances_from_GJ 3293 d,distances_from_Wolf 1061 c,distances_from_GJ 367 d,distances_from_GJ 357 d,distances_from_GJ 682 b,distances_from_HN Lib b,distances_from_Ross 508 b,distances_from_GJ 667 C c,distances_from_GJ 229 A c,distances_from_GJ 433 d,distances_from_GJ 163 c,distances_from_GJ 180 d,distances_from_GJ 514 b
48,GJ 1002 c,21.202,0.0738,0.226,3024.0,182.0,2.53,1.36,1.1,0.258159004,205.0677376,21.202,15.81422813,4.0,2798.877575862492,1948.596766027315,2246.3814682732495,154.56064041058582,230.48954078168384,583.5083973973065,1347.3086437662535,1398.1237937413246,1098.9652356316076,1163.1150633577665,767.493374407464,849.5686592973954,575.1036304358714,1529.941042828553,372.57707770171754,842.1826609226097,428.5240973769255,471.31821677490905,3258.1630006533887,3655.886776830316,5670.849316285571,2671.487372436472,3174.3608529963667,2184.8591248337675,2050.980440276721,2917.9735010376376,2149.295124615922,1445.1759446329725,2203.4455301379107,1706.355805282428,3214.47923410898,1570.9580144135637,455.81750884565446,1502.5566135565732,1195.9357759909483,1645.6386407332793,1155.9947448878775,756.4907435967941,184.99150245745693,1266.9228028528164,873.0543410137943,1147.3831615525683,234.7687984880479,714.3081643528,695.9330775932649,695.3216251616753,160.43425904333856,1312.3866638777922,0.0,75.63270756079369,625.417148727343,617.6288618346451,369.1801307182277,324.9332726981137,1935.512126483747,2178.217879884865,2662.2982796659476,706.9621424258735,758.9741801854558,709.0950004755616,794.6709163256704,485.6721919392316,612.1247937377451,330.0025994099829,621.9150872722555,1210.29570339324,2663.3024390688443,2660.907407987801,2661.432929556338,2662.2072488037993,724.287277789822
49,GJ 1002 b,10.3465,0.0457,0.226,3024.0,231.0,2.53,1.08,1.03,0.673236417,260.5958054,10.3465,15.81422813,4.0,2799.6446787772406,1937.3514774893001,2240.200300346401,133.42054319124662,202.64792824608523,548.513081039972,1328.399148370041,1382.3060886902522,1081.3166060256526,1151.2744720141636,723.6250678956088,826.0148194142603,543.5757186838337,1521.3395385143183,335.5744802578819,821.496439219275,397.88941353990424,426.56052397888595,3254.717173341146,3650.1027273167674,5667.324216923386,2667.336003611098,3167.6569055560085,2177.3654543880316,2040.1333701160136,2911.1817243850546,2140.8292174092608,1428.3828970396771,2193.9523400863914,1694.6965197412217,3209.27468711446,1559.38304250518,450.1903174289709,1492.814910096835,1175.871752468526,1632.0923696007183,1140.2950325890458,730.6137955002414,148.01051265845265,1253.79945135475,875.6136922776606,1126.6063079122996,190.5006198444124,668.0210846429237,656.4575437699709,651.9871300403813,136.43413263025087,1299.7415199425686,75.63270756079369,8.631674575031098e-05,569.6942450605126,567.6662911532933,311.2675620078474,278.896151700054,1928.8319838806494,2164.5033779115215,2650.257939583319,662.1398970197569,719.6000265307175,661.1905619405195,753.4353928370073,486.846085362153,564.9576159118686,325.642455640589,566.8519398259425,1184.3627871847068,2653.447254197004,2649.000949228292,2649.1895890747155,2652.702230683162,730.8991685828242
50,GJ 1061 c,6.689,0.035,0.226,2953.0,794.0,2.53,1.74,1.18,1.448571318,310.4958039,6.689,11.97899234,7.0,2920.43459570323,1953.4805327950944,2285.0523873215193,588.503112342249,541.5998676323999,587.0547265339901,1341.8791657224003,1409.5088941363754,1059.3134466556548,1192.2765848786337,518.5167653332473,851.230223574741,592.1959579669781,1610.6749736879135,505.70425035267345,857.2659393448768,481.2360227018407,442.5533337111125,3315.4058349638626,3685.6205246104646,5693.645909596554,2739.9159239266555,3185.71152066547,2211.3031097843,2055.742264221761,2952.8451456492885,2183.1334794541253,1426.075735170892,2236.0086784181412,1725.6691978926162,3254.6779615944083,1601.8916355902636,757.8296040703203,1565.1378730422955,1190.9750548034444,1657.7294493530294,1167.4141960452605,783.9459929888204,493.5240350877545,1295.6806810770152,1129.9968929663244,1151.58088291354,547.9352374022752,429.75836258934453,416.4041136952409,404.49614593241,584.1247552619332,1371.2886887074576,625.417148727343,569.6942450605126,6.103515625e-05,64.55092031538926,259.5945160911372,306.34631725668623,1996.480478257776,2160.771148243991,2660.507126156074,421.5669429467405,522.5483105603168,414.8423797160576,570.8487540318035,804.0251952299868,122.52511463747909,689.4301478131842,121.04059034239151,1113.4497633097747,2665.302118019319,2659.4536256452316,2659.41131780173,2664.9742654624806,999.7639681400273
51,GJ 1061 d,13.031,0.054,0.226,2953.0,794.0,2.53,1.64,1.16,0.686780311,246.5756326,13.031,11.97899234,7.0,2919.097861850987,1952.3492273610236,2282.339192471399,586.7534760970098,541.9130627040508,589.6178494801559,1343.308744374694,1409.440709504751,1053.9122438582835,1188.2024719908602,521.6282018830889,849.7356871677973,591.4324116556667,1610.3329975074469,508.5118339588758,853.2649878496134,471.156238645827,445.1647516825855,3314.4123828933007,3685.830864194386,5693.502133738944,2738.618907336121,3185.090367035147,2209.2363044361473,2055.320024308754,2952.9264266604737,2182.183354802553,1426.6268413546295,2235.986023735562,1724.575287691716,3254.453024018493,1602.0619562024206,755.3069136597001,1563.138455938541,1191.9890363456686,1657.8989542438528,1166.423513516122,785.5451620387055,487.10310426921035,1292.7494843013758,1127.2541886382612,1153.5432477331324,552.3630437897281,431.44943051950315,404.6256168468431,398.91025421615666,581.8051583827124,1370.4622891049216,617.6288618346451,567.6662911532933,64.55092031538926,0.0,263.3922957787712,294.05315329647374,1994.55748773237,2160.7040797745804,2660.9722176038854,419.8862380366539,518.2711525599435,418.8573198483918,572.3156885752766,799.1318694882361,81.83695309929459,685.5750116494318,132.70375992986072,1113.2353004473573,2663.550599522198,2659.643526686199,2659.9422332798777,2662.743845140157,992.994553544602
52,Teegarden's Star b,4.90817,0.02555,0.226,2969.0,535.5,2.53,1.16,1.05,1.077943486,293.0901371,4.90634,12.49431882,8.0,2868.6325887792923,1939.5138523880366,2262.899800291651,344.8400376642948,305.04617052453517,510.57290337693104,1321.851979135417,1383.868625426289,1046.4179436048225,1151.4360549073633,566.4033938277119,807.1392170958607,511.79873960911533,1559.3775225526415,336.5945358712471,808.725142241821,360.0852395901325,346.5194883598928,3290.503465797344,3670.727364996176,5683.843239958253,2708.890582885014,3175.497247692024,2192.305358116731,2041.0753364724073,2933.7620120743945,2160.521454778047,1411.705088206996,2214.269279977482,1703.513542608143,3233.4046077713638,1568.8272465836958,582.7698145612525,1522.754474615627,1165.5653813991487,1635.748785707333,1131.0981838265666,721.6379719086833,258.4071500519845,1260.724761103552,996.9902272099552,1120.6396910719614,324.55283209010196,487.63737764259577,474.4345616770107,465.18647954122156,344.99541786137553,1325.2033520914226,369.1801307182277,311.2675620078474,259.5945160911372,263.3922957787712,0.0,80.1314405263004,1962.3316640830662,2160.633881484369,2657.2284573788215,480.0450868968224,567.6459395246657,475.56184011922045,612.1696921142452,629.945804586274,277.0533167896616,488.273271488044,279.2417004953652,1127.2072882247091,2661.5957594327106,2656.0382825748516,2656.057123492266,2661.0902585836334,856.227305757571
53,Teegarden's Star c,11.4125,0.0449,0.226,2969.0,501.5,2.53,1.05,1.02,0.349401625,221.1191594,11.416,12.49431882,8.0,2864.661953813891,1941.5246841501382,2261.822522220622,316.7848436254044,282.3311511213717,517.8679518536862,1327.831585151922,1387.0967175707933,1046.8170887923843,1148.5358804798511,588.4455947651081,809.6882670130788,514.3360329144456,1558.1750792871371,333.5572396132834,807.7444532568182,346.9430845719471,356.6657503557682,3289.929713847217,3672.2661502457336,5684.640761690297,2707.8539333522285,3176.802590759675,2192.29380780332,2043.3539318767635,2935.230105807318,2161.3884498092016,1416.6264374049872,2216.2630414910254,1705.1296975402345,3233.812259188609,1570.2415165951097,565.4451811147848,1521.2681139176009,1170.9356885582624,1638.7946011471984,1132.2869681894003,726.1582894347855,224.52272050847526,1259.9287090911482,983.3921537846672,1126.6141650580146,314.75583005150327,511.10423660481115,485.90934513429414,482.9024833108388,317.4500613279882,1325.1586635684082,324.9332726981137,278.896151700054,306.34631725668623,294.05315329647374,80.1314405263004,0.0,1961.1295400938213,2165.6763668625567,2661.870374765978,500.6624909078478,582.3073614826003,501.72045006462497,631.2505490998572,608.9814689943715,298.6484322722452,464.9777084483489,321.0695125550486,1136.609088433158,2663.764703769549,2660.360568662502,2660.758247774493,2662.713198457611,836.5326103440508
54,HD 40307 g,197.0715,0.60345,0.226,4911.72,524.5,2.53,7.1,2.56,0.66645905,255.7196683,197.8,42.19251863,4.5,939.2868996203634,1238.4550026337529,948.8214008858274,1878.9484859616923,2095.4446651753296,1463.151800184574,689.3951746793196,871.9803778177642,1232.5941212053317,1449.8806743101127,1537.8532800999017,1170.7005365921802,1460.2542864546826,1022.1007360100228,1881.0287275584049,1169.6958763827074,1619.9260341465929,1621.117737919328,1934.3715765198963,2723.6826943373817,5000.468772018658,898.6681503536846,2582.315063888561,1229.069678383991,1606.876949982535,1887.2034283312053,1058.0389913786664,1337.4520466102983,952.3315779036388,888.6433384437302,2427.7847588242785,1487.7483832323228,1524.7523950531306,524.1997448291723,960.5352513001509,1123.0912602585277,1531.1223674495855,1256.3635158318275,1822.6011946667963,969.6612616004935,1104.6020478432067,924.5622213944552,1755.6976559794582,1574.4221856190306,1596.9745052265685,1600.6877019342633,1793.656397945624,673.2807941377293,1935.512126483747,1928.831983880649,1996.4804782577764,1994.5574877323695,1962.3316640830662,1961.1295400938209,0.0,340.314884100452,776.7797716203062,1583.2263981859157,1485.8998987508503,1589.056163278516,1434.8977221013697,1453.5408714907687,1920.4519578879645,1607.9326270005738,1879.558592674169,920.2831458994631,758.7940768719541,785.213864510735,790.2007060662352,763.0506009390216,1230.9519440768984
55,HD 216520 c,154.43,0.528,0.226,5103.0,794.0,2.53,9.44,3.03,1.276091476,304.9412597,154.43,63.77002112,6.0,916.2262171506729,1292.5463879496772,959.7792987460246,2114.1431374501562,2322.436152366373,1663.2826430986665,856.4135845428951,1017.0596396145138,1394.0129570884856,1616.6526821938476,1691.3152276192486,1364.054033825625,1663.2989716068323,1174.909803734809,2093.11292278242,1367.0877865190885,1827.510903367104,1819.1730368199446,1874.4454557072152,2676.2009438193995,4954.553109825242,817.4623369943812,2578.8074385923546,1263.4278947871746,1665.6845845046937,1855.6536683179158,1085.2079906381218,1459.5586325653599,951.8505404596773,989.2657516326689,2413.4943966351057,1612.804053012887,1766.893742850523,728.7719257612187,1123.1798263245396,1223.6115285190217,1691.496044505968,1458.4466226182062,2048.981389936385,1139.2616929031828,1376.2910472156352,1101.0872742827253,1984.8823969988407,1732.5077998464747,1760.705261423227,1761.9380555886635,2029.979326864324,884.7676071151653,2178.217879884865,2164.503377911521,2160.7711482439904,2160.704079774581,2160.633881484369,2165.6763668625563,340.314884100452,0.0,526.0148293249325,1742.2698068587724,1644.766199940251,1746.9327723083056,1590.4626215253402,1705.8385148606908,2086.5058944401776,1852.2856956792762,2042.3235222647404,1053.8834106325241,518.8495332508323,537.0980629093,540.8110362942933,523.8159967955716,1501.426540618387
56,HIP 38594 b,60.722,0.256,0.226,5612.0,794.0,2.53,8.1,2.77,1.342419006,307.9746662,60.722,58.01858622,4.0,712.302039785898,1600.2633596013807,1170.3673535358187,2600.2360882122607,2812.4571929334747,2158.2427421764633,1344.9963482474325,1464.9219236030258,1877.056794933457,2066.502271937,2189.641808540089,1853.3732095801242,2159.1307486817823,1562.91656430673,2584.3515802426828,1855.9439713141974,2320.4282848366543,2313.1577899943372,1813.8997124456664,2671.062330171798,4928.416378938732,716.7705076200482,2702.3643548730934,1511.163499615501,1956.9800777254814,1910.564317567087,1322.7861314104985,1880.9175509291604,1153.4464649635058,1376.3168999149837,2480.291404665809,1996.0461252538912,2247.35536399416,1183.8848340390757,1596.3220062251344,1600.942033448609,2139.269677277098,1951.106790819243,2539.671832457688,1599.8340435356401,1841.11220080178,1582.662071752175,2471.2255441499265,2231.3270889552114,2264.2509098675223,2263.2400387794637,2515.0234173200356,1352.5656083916465,2662.2982796659476,2650.2579395833195,2660.5071261560743,2660.972217603885,2657.2284573788215,2661.870374765978,776.7797716203062,526.0148293249325,0.0,2241.988716509893,2146.836426856445,2245.754336270388,2090.54329923771,2185.497544949861,2586.7338795270343,2334.689979049786,2542.083176955244,1547.858340411294,124.43920846846213,47.97979789851254,50.61385974850048,123.21276152958441,1981.3224054342909
57,GJ 180 c,24.329,0.129,0.226,3371.0,794.0,2.53,6.4,2.41,0.784488595,270.3400125,24.329,38.94530949,4.0,2513.660290403671,1621.635062776206,1904.480065598057,640.8070795876753,741.198707780376,288.0837055745095,927.7699486673712,1025.888735566569,728.0693880966024,943.6387206673467,190.42721168512767,458.6369260848585,293.364743601404,1264.7230035305492,563.8901576261411,466.6915687144278,311.0977085058931,262.5664550115057,2960.0231766994348,3394.566762367353,5477.260811839044,2331.426529283181,2941.961758968587,1866.2883513732463,1778.6726505292784,2628.1185189183666,1818.2047098620624,1137.2638045628507,1855.9517307358042,1354.3441306104112,2976.072196175028,1343.0633379151654,574.8185990954839,1155.367943194031,802.6720550657752,1320.3875769519855,944.8980395046372,418.7196259028265,525.2002074165413,923.4413958812783,812.6863445236503,752.4207545497586,527.6940302313955,36.89279118587505,82.60424244489683,39.651473401375554,584.5389046779652,966.2361023955991,706.9621424258735,662.1398970197569,421.5669429467405,419.8862380366539,480.0450868968224,500.6624909078478,1583.2263981859157,1742.2698068587724,2241.988716509893,6.103515625e-05,106.04850630679132,44.931458810095585,154.12871463927934,592.7942333799283,348.3106678591236,561.7717172409501,302.280024506911,694.744901530539,2245.7465758982776,2241.1824976022167,2241.274818302733,2244.955927541194,714.270535980925
58,GJ 3293 d,48.1345,0.19394,0.226,3466.0,794.0,2.53,7.6,2.67,0.588592698,251.3040314,48.1345,65.85187487,4.0,2417.1725103617764,1535.290475728341,1805.0561504173932,687.7736589113258,811.1001102239615,270.1754845855664,832.8976827139029,932.8815319935946,644.7201678296017,883.9473837444502,168.480587437116,382.3819575520421,272.12889838826146,1179.643749492915,611.4732069303502,390.05383966054677,342.5959428540587,306.1372552228773,2864.920519245232,3314.167767906086,5411.18855214589,2229.7773272521526,2872.1164683957563,1774.0674739674946,1705.1266734905685,2541.3781722566678,1723.7442361914148,1064.2765219659113,1759.8751595938634,1259.8112349027392,2899.2208594697463,1277.3612076516968,564.9955940419313,1060.4719324486186,711.3305664814255,1235.615921493202,894.0925281111439,351.50887696938406,577.5851538098252,831.8261949183391,749.7612028023843,660.8988989602008,573.0390335125156,115.37109679911809,130.81050246507434,124.25269448218384,627.8640581307834,878.8420363318794,758.9741801854558,719.6000265307175,522.5483105603168,518.2711525599435,567.6459395246657,582.3073614826003,1485.8998987508503,1644.766199940251,2146.836426856445,106.04850630679132,6.103515625e-05,131.38516049616433,82.44389447192222,577.0345002375246,444.414557990729,574.6348170915393,402.79658220690504,602.2772932022685,2149.185278132586,2146.75493390025,2146.9412301377465,2148.249649347119,663.7665696576802
59,Wolf 1061 c,17.86945,0.08663,0.226,3367.5,794.0,2.53,3.41,1.66,1.29677161,306.3028383,17.8719,14.04401644,4.0,2518.51517159712,1643.0775247498798,1922.5662759125355,644.8333210780348,741.6326134007629,293.8288580721076,933.5951279953748,1041.707068637837,754.2458078561694,970.2995463404261,211.87493542719713,464.38935757126274,302.8620122711256,1283.3481701480785,573.0943005378372,474.93738222266234,320.8022903383315,261.30011846539054,2978.9839904707796,3416.55850093644,5501.575289882007,2342.8183884414325,2966.2080428041277,1887.32463064876,1802.0426411984795,2648.6527264268684,1836.7474982346762,1160.0607907522551,1872.1744674244933,1372.6600621545408,2998.810372999011,1366.4478933924415,584.656579560688,1164.5351383201664,816.6942728905099,1340.482903847435,969.9278452186704,426.2124719659496,528.4941106214569,942.8564392600766,821.5631720643385,762.2884904668518,523.5445585455375,20.707613233851568,113.98198351036052,67.50056647597255,585.1682954035032,969.8726311313701,709.0950004755616,661.1905619405195,414.8423797160576,418.8573198483918,475.56184011922045,501.72045006462497,1589.0561632785154,1746.9327723083052,2245.7543362703877,44.931458810095585,131.38516049616433,6.103515625e-05,157.46529703853244,598.2760619814259,351.5712997956637,564.6503133390303,297.55725805024434,698.7761411619964,2250.705924171726,2244.7497945709333,2244.809436571732,2250.417321200019,722.5832792365192
60,GJ 367 d,34.369,0.1007,0.226,3522.0,794.0,2.53,6.03,2.33,1.145208999,296.5086154,34.369,30.6998575,4.0,2366.4461717076033,1526.4338554970539,1781.285632265945,725.2135141281449,855.3799584171469,275.2022575627687,780.3617519820591,905.5578956183988,653.3533352353344,905.4125228476705,208.83958607385665,337.40316763468405,282.7120293385781,1164.3292968539993,659.7255599208329,350.5910762172852,376.3868337141544,330.6259412922101,2846.1400617149375,3309.9718441360114,5420.894217300672,2189.1813368206135,2879.8401106675624,1762.0790163873085,1708.7154304710346,2530.1679677506286,1703.4770035961994,1069.4438578143297,1732.3940172194177,1238.9839891414367,2898.591647547722,1286.7382281276862,580.377623981427,1014.5341099310916,680.7360004174996,1224.484021450907,917.4674535481304,323.9069422433608,615.5429592283369,814.4232313000524,728.656204857218,619.9076586134047,594.9512875158852,143.055621449731,195.266954898164,178.68828722978589,656.2068336529879,824.1413203830011,794.6709163256704,753.4353928370073,570.8487540318035,572.3156885752766,612.1696921142452,631.2505490998572,1434.8977221013697,1590.4626215253402,2090.54329923771,154.12871463927934,82.44389447192222,157.46529703853244,0.0,579.3159573981477,501.45669819328464,589.3041102095002,452.3076771780319,543.9267349699021,2094.833775863056,2090.007536241464,2090.133315483633,2094.5033891416274,651.8940607479959
61,GJ 357 d,55.661,0.204,0.226,3505.0,220.0,2.53,6.1,2.34,0.38259533,226.261383,55.661,30.79502982,4.0,2316.0821968982646,1591.1326307970617,1818.0403795227555,448.08432730604585,667.2114991342598,335.2223786389221,893.0195568470598,981.9162161240312,781.9711679823287,920.8969193711354,615.0727805534468,453.2024739980646,321.08447579861354,1141.50490964768,548.6936893679436,441.456201614838,342.0366667281217,386.3105192558452,2856.7748211341013,3336.7265132350885,5439.329859374294,2199.0515153735046,2915.132408111671,1803.8714464639454,1759.305178515206,2558.6805714755806,1742.455815942402,1151.0636138397747,1777.048402840161,1297.9598791218523,2912.1084110665593,1303.5196675253596,177.483665367751,1030.8865394970942,785.5549218053524,1283.4465424623888,946.7662428726776,375.59248199225493,409.43580934737304,864.6068128175165,399.37676542978403,717.4864710603836,342.5061116985823,593.2745520807123,594.830658683715,595.5245362613063,354.38728770204256,843.4708003504796,485.6721919392316,486.846085362153,804.0251952299868,799.1318694882361,629.945804586274,608.9814689943715,1453.5408714907692,1705.8385148606912,2185.4975449498615,592.7942333799283,577.0345002375246,598.2760619814259,579.3159573981477,6.103515625e-05,748.50506007121,162.14200969887827,726.371990216122,804.9433237836063,2185.8360379912697,2184.9414930514363,2185.653619779976,2185.082678169519,255.37854785637816
62,GJ 682 b,17.478,0.08,0.226,3028.0,794.0,2.53,4.4,1.93,0.313483173,215.0089378,17.478,16.32968507,4.0,2846.141784707485,1891.0488933548095,2213.0460022850048,576.6922228278778,563.1325549892007,528.5676278889923,1270.814793690519,1340.4509521970228,989.2378361405451,1136.384425873594,457.4144385524994,778.5773894386969,528.7134455063284,1546.7859712462205,498.53165259097784,781.058239326203,414.1667289486529,391.97860645239524,3250.1300512087782,3632.7647522462958,5653.750689194321,2665.4815343939563,3139.4110545983285,2145.7905733146026,2003.055001517395,2893.9091126535122,2115.9936936194763,1371.754845719675,2167.7674619449585,1657.1375393598385,3203.083397281956,1552.0290946792384,709.1650232404311,1489.5088479120868,1122.7769797608382,1595.9475279988876,1119.7101532018855,718.8743029626011,467.0355244736716,1224.0130776988633,1065.6229292282005,1083.3520923018598,529.5568817180863,362.2354737295531,328.2599640514875,325.3362794138103,561.2217814186798,1297.9947639273455,612.1247937377451,564.9576159118686,122.52511463747909,81.83695309929459,277.0533167896616,298.6484322722452,1920.4519578879645,2086.5058944401776,2586.7338795270343,348.3106678591236,444.414557990729,351.5712997956637,501.45669819328464,748.50506007121,0.0,645.6138599747599,99.4611869511043,1039.5735438764018,2588.258908028967,2585.3034174868144,2585.7617720953226,2587.172701266543,933.2955235984307
63,HN Lib b,36.116,0.1417,0.226,3347.0,234.0,2.53,5.46,2.2,0.505381991,242.2818674,36.116,20.3665505,4.4,2475.7606097211783,1698.7419162151948,1955.1641756786612,298.2561359825281,509.0877062789727,340.19333080051723,1027.1538617077997,1104.6293099881975,860.9437922127345,978.0478383440112,602.7143566860432,549.5261565254917,329.144645190975,1259.821497900235,430.7157141378592,541.394453176424,269.7867895344716,316.6631316572545,2987.7652313326084,3438.652627979962,5515.005262545137,2353.1433241350287,2995.332672337354,1923.3299949857435,1844.4333437727555,2672.6304999391346,1870.3424457837018,1228.7747536874558,1911.2824948811312,1422.7212258300422,3007.889495828797,1376.2735192793195,191.75213122608506,1178.8004718988007,900.7952038382833,1389.6073263535498,989.8407205731423,460.42310864030424,255.6185482534946,982.4981713276495,556.7263335733949,839.2485316447267,188.4891046465804,563.8671578842726,561.9955028575911,560.0881113878785,192.93279588309747,986.7318098157365,330.0025994099829,325.642455640589,689.4301478131842,685.5750116494318,488.273271488044,464.9777084483489,1607.9326270005743,1852.2856956792766,2334.6899790497864,561.7717172409501,574.6348170915393,564.6503133390303,589.3041102095002,162.14200969887827,645.6138599747599,0.0,628.3913743547511,911.7540405193054,2336.407260412165,2333.740642628381,2334.238053473647,2335.6877956919966,412.1414442030306
64,Ross 508 b,10.77,0.05366,0.226,3071.0,794.0,2.53,4.0,1.83,1.320490988,301.8591463,10.77,36.56306607,4.0,2805.5703511728384,1845.5732105907264,2168.917291906173,570.0605388658704,571.8666504126033,481.96997852272784,1222.8780794465606,1292.13414804534,949.3032072200195,1099.0281220624893,401.00034197772254,737.0157817686883,487.5470320781048,1500.2438254105425,477.56013811259066,743.5625185956983,397.0045113129232,351.5489807971947,3204.2898952508904,3588.2398994411974,5615.341464875955,2620.4604967880286,3099.017242125983,2101.4598350506853,1959.5037789726914,2847.535026639777,2069.3871595781275,1325.3554713670776,2119.592912203881,1610.4116665941303,3159.8623998473477,1508.4464793497361,681.4215324199048,1446.7387534713196,1072.9466445243781,1548.256275031359,1079.248143266199,671.8341798286262,465.1620031576474,1180.0910646241532,1031.1463871289086,1033.090867490927,508.49937483321287,312.308740333466,301.9233084038805,287.02281502879606,552.6898657580327,1256.249921849406,621.9150872722555,566.8519398259425,121.04059034239151,132.70375992986072,279.2417004953652,321.0695125550486,1879.558592674169,2042.3235222647404,2542.083176955244,302.280024506911,402.79658220690504,297.55725805024434,452.3076771780319,726.371990216122,99.4611869511043,628.3913743547511,6.103515625e-05,995.1654162953794,2547.006981677449,2541.282226388473,2541.1221626322017,2546.446365473893,909.1102576346049
65,GJ 667 C c,28.1345,0.1245,0.226,4065.5,794.0,2.53,3.8,1.77,0.877539856,278.4259153,28.14,23.62661018,2.0,1857.7232739893802,1258.8346004897046,1378.1019288508567,1143.5281173767946,1325.874610973566,654.7585097908224,291.3957520870533,581.4296802098208,638.8306777546621,948.3126269913553,666.0147524365921,366.06456212307114,657.3433641676896,905.2197843961413,1106.9530593351387,376.7638434431571,812.124167336471,793.9307737602454,2464.9061429727785,3034.242133746621,5231.81150834388,1693.5213580963537,2697.1701120279895,1447.083722104279,1536.2425354610427,2215.065495406972,1340.6454953588905,977.8913406026043,1325.6442212673467,901.5332524511703,2655.1417840167287,1206.1764693537061,851.2954690593795,536.4957209536689,417.92737960302986,980.9799678527304,998.4401734378247,479.3619431018768,1055.6081551268105,573.4466222330144,661.4385317150058,319.1178988000924,1004.1684267570239,683.8565698374589,720.0765962385418,716.2622282597024,1058.4299451043019,366.3161160294219,1210.29570339324,1184.3627871847068,1113.4497633097747,1113.2353004473573,1127.2072882247091,1136.609088433158,920.2831458994631,1053.8834106325241,1547.858340411294,694.744901530539,602.2772932022685,698.7761411619964,543.9267349699021,804.9433237836063,1039.5735438764018,911.7540405193054,995.1654162953794,0.0,1553.0229429783333,1546.6103473111293,1546.9333808483536,1552.278185975871,704.2122500758859
66,GJ 229 A c,121.96384,0.3615,0.226,5612.0,794.0,2.53,8.58137,2.87,0.437086681,227.7645574,121.93268,18.77432213,0.4,663.7251389187024,1627.0143147098056,1182.4022191695117,2605.0296082736622,2817.3759913905897,2164.392325533454,1355.1430339473625,1483.9925036206944,1883.836901343695,2080.72040283776,2198.004087305537,1858.5859859565765,2163.668238945641,1586.973088854246,2592.8087032145204,1859.5385012272352,2322.4322467010606,2318.729742950421,1835.3862723896518,2707.5299482178652,4964.533171970344,719.0290103739986,2736.4790732767005,1530.1115600046555,1987.5058863083523,1945.539778713229,1348.0500986474667,1901.9201276330145,1184.9806479749386,1395.8140858565878,2517.240881474566,2021.5429446988344,2252.5274070588084,1193.561769100396,1612.3925506279982,1627.3884567270886,2157.2708680046353,1957.9188414034043,2541.9228474643833,1612.6188048482254,1842.980022280429,1596.4172003155413,2476.410803476696,2235.71331166398,2263.635649944113,2265.153295900476,2518.3047299941923,1358.4229660616666,2663.3024390688443,2653.4472541970044,2665.302118019319,2663.5505995221974,2661.5957594327106,2663.764703769549,758.7940768719541,518.8495332508323,124.43920846846213,2245.7465758982776,2149.185278132586,2250.7059241717266,2094.833775863056,2185.836037991269,2588.258908028967,2336.4072604121648,2547.006981677449,1553.0229429783333,0.0,137.74745351419998,159.05067502197724,37.969884177671815,1975.2173821883443
